,Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Sumperemp
3850,Hospital 224,District 13,Instrument 3,72934,89.5995085995086
3851,Hospital 224,District 17,Instrument 2,30919,77.10473815461347
3852,Hospital 224,District 20,Instrument 2,21240,102.11538461538461
3853,Hospital 225,District 12,Instrument 2,730681,265.50908430232556
3854,Hospital 225,District 12,Instrument 3,1740,0.6322674418604651
3855,Hospital 225,District 13,Instrument 2,880404,53.48423546564607
3856,Hospital 225,District 13,Instrument 3,3000,0.1822489520685256
3857,Hospital 225,District 13,Instrument 5,76182,4.628029888828139
3858,Hospital 225,District 13,Instrument 8,5548417,337.0643946297309
3859,Hospital 225,District 15,Instrument 2,5028,122.63414634146342
3860,Hospital 225,District 15,Instrument 3,4068,99.21951219512195
3861,Hospital 225,District 17,Instrument 2,880124,264.77858002406737
3862,Hospital 225,District 18,Instrument 2,13548,2.1590438247011954
3863,Hospital 225,District 18,Instrument 3,12231,1.9491633466135458
3864,Hospital 225,District 20,Instrument 2,3492,1.1857385398981324
3865,Hospital 225,District 20,Instrument 3,25055,8.507640067911714
3866,Hospital 225,District 28,Instrument 8,15000,8.26901874310915
3867,Hospital 225,District 32,Instrument 2,16042,14.812557710064635
3868,Hospital 225,District 34,Instrument 2,66283,231.75874125874125
3869,Hospital 225,District 34,Instrument 3,29631,103.6048951048951
3870,Hospital 225,District 34,Instrument 4,156,0.5454545454545454
3871,Hospital 225,District 34,Instrument 5,5400,18.88111888111888
3872,Hospital 225,District 34,Instrument 7,11520,40.27972027972028
3873,Hospital 225,District 4,Instrument 2,47892,69.8134110787172
3874,Hospital 225,District 44,Instrument 2,415200,33.537964458804524
3875,Hospital 225,District 48,Instrument 2,90000,25.546409310246947
3876,Hospital 225,District 48,Instrument 3,42000,11.921657678115242
3877,Hospital 225,District 48,Instrument 8,3450,0.9792790235594664
3878,Hospital 225,District 50,Instrument 2,16592,16592.0
3879,Hospital 225,District 50,Instrument 3,660,660.0
3880,Hospital 226,District 13,Instrument 2,25200,381.8181818181818
3881,Hospital 226,District 28,Instrument 2,20412,400.2352941176471
3882,Hospital 226,District 50,Instrument 2,20616,20616.0
3883,Hospital 226,District 50,Instrument 3,5940,5940.0
3884,Hospital 227,District 12,Instrument 2,18533,128.70138888888889
3885,Hospital 227,District 12,Instrument 3,25310,175.76388888888889
3886,Hospital 227,District 19,Instrument 2,12312,2.3722543352601155
3887,Hospital 227,District 19,Instrument 7,600,0.11560693641618497
3888,Hospital 227,District 20,Instrument 2,315228,2605.190082644628
3889,Hospital 227,District 20,Instrument 3,26496,218.97520661157026
3890,Hospital 227,District 50,Instrument 2,54480,54480.0
3891,Hospital 227,District 50,Instrument 3,11175,11175.0
3892,Hospital 227,District 8,Instrument 2,5040,387.6923076923077
3893,Hospital 228,District 10,Instrument 2,81422,55.31385869565217
3894,Hospital 228,District 10,Instrument 3,87379,59.36073369565217
3895,Hospital 228,District 10,Instrument 4,74088,50.33152173913044
3896,Hospital 228,District 13,Instrument 2,523800,321.15266707541383
3897,Hospital 228,District 13,Instrument 3,122265,74.96321275291233
3898,Hospital 228,District 13,Instrument 5,51600,31.637032495401595
3899,Hospital 228,District 13,Instrument 8,4425,2.7130594727161252
3900,Hospital 228,District 15,Instrument 2,1500,14.423076923076923
3901,Hospital 228,District 15,Instrument 3,2154,20.71153846153846
3902,Hospital 228,District 17,Instrument 2,179330,1106.9753086419753
3903,Hospital 228,District 17,Instrument 3,12078,74.55555555555556
3904,Hospital 228,District 18,Instrument 2,11652,10.185314685314685
3905,Hospital 228,District 18,Instrument 3,3654,3.194055944055944
3906,Hospital 228,District 20,Instrument 2,2291,24.902173913043477
3907,Hospital 228,District 20,Instrument 3,2394,26.02173913043478
3908,Hospital 228,District 25,Instrument 2,27264,173.656050955414
3909,Hospital 228,District 28,Instrument 7,3500,3.434739941118744
3910,Hospital 228,District 29,Instrument 5,3443148,11326.144736842105
3911,Hospital 228,District 3,Instrument 2,51000,346.9387755102041
3912,Hospital 228,District 32,Instrument 2,41040,376.51376146788994
3913,Hospital 228,District 32,Instrument 3,9387,86.11926605504587
3914,Hospital 228,District 34,Instrument 2,7069,7069.0
3915,Hospital 228,District 34,Instrument 3,11219,11219.0
3916,Hospital 228,District 34,Instrument 4,452,452.0
3917,Hospital 228,District 39,Instrument 2,229,16.357142857142858
3918,Hospital 228,District 4,Instrument 2,51137,838.311475409836
3919,Hospital 228,District 41,Instrument 2,107516,116.23351351351351
3920,Hospital 228,District 41,Instrument 3,55074,59.53945945945946
3921,Hospital 228,District 41,Instrument 8,450,0.4864864864864865
3922,Hospital 228,District 44,Instrument 2,49224,5469.333333333333
3923,Hospital 228,No District Available,Instrument 13,45267,45267.0
3924,Hospital 229,District 13,Instrument 2,27024,264.94117647058823
3925,Hospital 229,District 13,Instrument 3,132825,1302.2058823529412
3926,Hospital 229,District 20,Instrument 2,11970,88.66666666666667
3927,Hospital 229,District 20,Instrument 3,1320,9.777777777777779
3928,Hospital 229,District 34,Instrument 5,7920,416.8421052631579
3929,Hospital 229,District 41,Instrument 2,1440,26.666666666666668
3930,Hospital 229,District 41,Instrument 3,2580,47.77777777777778
3931,Hospital 230,District 2,Instrument 3,6381,0.8792889623811493
3932,Hospital 230,District 28,Instrument 7,472,7.492063492063492
3933,Hospital 230,District 29,Instrument 2,22620,209.44444444444446
3934,Hospital 230,District 29,Instrument 5,48000,444.44444444444446
3935,Hospital 230,District 34,Instrument 2,252,252.0
3936,Hospital 232,District 18,Instrument 2,69753,54.03020914020139
3937,Hospital 232,District 18,Instrument 7,2934,2.2726568551510455
3938,Hospital 232,District 20,Instrument 2,2411,11.266355140186915
3939,Hospital 232,District 20,Instrument 3,3585,16.752336448598133
3940,Hospital 232,District 28,Instrument 2,70350,1034.5588235294117
3941,Hospital 232,District 28,Instrument 3,11178,164.38235294117646
3942,Hospital 232,District 28,Instrument 4,10188,149.8235294117647
3943,Hospital 232,District 28,Instrument 7,1290,18.970588235294116
3944,Hospital 232,District 34,Instrument 2,1320,10.476190476190476
3945,Hospital 232,District 34,Instrument 3,3402,27.0
3946,Hospital 232,District 34,Instrument 4,624,4.9523809523809526
3947,Hospital 232,District 4,Instrument 2,22968,22968.0
3948,Hospital 232,District 8,Instrument 2,50293,273.33152173913044
3949,Hospital 234,District 12,Instrument 2,27150,69.61538461538461
3950,Hospital 234,District 13,Instrument 2,140076,106.35990888382688
3951,Hospital 234,District 13,Instrument 3,43711,33.18982536066819
3952,Hospital 234,District 13,Instrument 4,119896,91.03720577069096
3953,Hospital 234,District 20,Instrument 2,58423,266.7716894977169
3954,Hospital 234,District 20,Instrument 3,1800,8.219178082191782
3955,Hospital 234,District 28,Instrument 2,12416,85.04109589041096
3956,Hospital 235,District 13,Instrument 2,96120,239.1044776119403
3957,Hospital 235,District 13,Instrument 3,21240,52.83582089552239
3958,Hospital 235,District 13,Instrument 4,2808,6.985074626865671
3959,Hospital 235,District 13,Instrument 5,67692,168.38805970149255
3960,Hospital 235,District 50,Instrument 3,39375,39375.0
3961,Hospital 235,District 8,Instrument 2,7632,19.224181360201513
3962,Hospital 236,District 13,Instrument 2,77976,4104.0
3963,Hospital 236,District 13,Instrument 3,6030,317.36842105263156
3964,Hospital 236,District 13,Instrument 5,41682,2193.7894736842104
3965,Hospital 236,District 17,Instrument 2,37907,37907.0
3966,Hospital 236,District 20,Instrument 2,40800,40800.0
3967,Hospital 236,District 20,Instrument 3,2100,2100.0
3968,Hospital 236,District 34,Instrument 2,1122,1122.0
3969,Hospital 236,District 34,Instrument 3,600,600.0
3970,Hospital 236,District 39,Instrument 2,7707,111.69565217391305
3971,Hospital 236,District 8,Instrument 2,3600,3600.0
3972,Hospital 237,District 15,Instrument 2,19698,184.09345794392524
3973,Hospital 237,District 15,Instrument 3,1320,12.336448598130842
3974,Hospital 237,District 34,Instrument 2,120,120.0
3975,Hospital 237,District 34,Instrument 3,2640,2640.0
3976,Hospital 237,District 34,Instrument 4,144,144.0
3977,Hospital 238,District 10,Instrument 2,83268,599.0503597122303
3978,Hospital 238,District 10,Instrument 3,99840,718.273381294964
3979,Hospital 238,District 10,Instrument 7,7504,53.985611510791365
3980,Hospital 238,District 13,Instrument 2,662099,841.294790343075
3981,Hospital 238,District 13,Instrument 3,13281,16.875476493011437
3982,Hospital 238,District 15,Instrument 2,48000,2181.818181818182
3983,Hospital 238,District 15,Instrument 5,9000,409.09090909090907
3984,Hospital 238,District 17,Instrument 2,154895,571.5682656826568
3985,Hospital 238,District 17,Instrument 3,2900,10.70110701107011
3986,Hospital 238,District 17,Instrument 8,1150,4.243542435424354
3987,Hospital 238,District 20,Instrument 2,97796,315.4709677419355
3988,Hospital 238,District 20,Instrument 3,32990,106.41935483870968
3989,Hospital 238,District 34,Instrument 2,13447,134.47
3990,Hospital 238,District 34,Instrument 3,13518,135.18
3991,Hospital 238,District 34,Instrument 4,3072,30.72
3992,Hospital 238,District 34,Instrument 7,23778,237.78
3993,Hospital 238,District 39,Instrument 2,126000,4344.827586206897
3994,Hospital 24,District 13,Instrument 5,139566,12.7005187005187
3995,Hospital 24,District 15,Instrument 2,16788,621.7777777777778
3996,Hospital 24,District 15,Instrument 3,5058,187.33333333333334
3997,Hospital 24,District 17,Instrument 3,675,0.39496781743709775
3998,Hospital 24,District 20,Instrument 2,98069,5.462845365418895
3999,Hospital 24,District 20,Instrument 3,188526,10.501671122994653
4000,Hospital 24,District 34,Instrument 2,39390,39390.0
4001,Hospital 24,District 34,Instrument 3,2442,2442.0
4002,Hospital 24,District 34,Instrument 4,144,144.0
4003,Hospital 240,District 28,Instrument 2,8838,552.375
4004,Hospital 242,District 13,Instrument 2,36720,2295.0
4005,Hospital 242,District 13,Instrument 3,5220,326.25
4006,Hospital 242,District 13,Instrument 5,66060,4128.75
4007,Hospital 242,District 20,Instrument 2,4821,4821.0
4008,Hospital 242,District 20,Instrument 3,827,827.0
4009,Hospital 242,District 41,Instrument 2,4482,4482.0
4010,Hospital 242,District 41,Instrument 3,1416,1416.0
4011,Hospital 242,District 8,Instrument 2,73827,73827.0
4012,Hospital 243,District 13,Instrument 2,7392,164.26666666666668
4013,Hospital 243,District 13,Instrument 3,672,14.933333333333334
4014,Hospital 243,District 13,Instrument 5,180,4.0
4015,Hospital 243,District 28,Instrument 2,480,17.77777777777778
4016,Hospital 243,District 28,Instrument 4,570,21.11111111111111
4017,Hospital 243,District 34,Instrument 2,975,975.0
4018,Hospital 243,District 34,Instrument 3,588,588.0
4019,Hospital 243,District 48,Instrument 7,1032,1032.0
4020,Hospital 243,No District Available,Instrument 18,17610,17610.0
4021,Hospital 244,District 13,Instrument 2,39516,526.88
4022,Hospital 244,District 13,Instrument 3,19320,257.6
4023,Hospital 244,District 13,Instrument 4,18000,240.0
4024,Hospital 244,District 17,Instrument 2,3588,22.14814814814815
4025,Hospital 244,District 20,Instrument 2,804,804.0
4026,Hospital 245,District 13,Instrument 2,10980,35.41935483870968
4027,Hospital 245,District 19,Instrument 2,34992,29.907692307692308
4028,Hospital 245,District 32,Instrument 2,2400,1200.0
4029,Hospital 245,District 34,Instrument 2,32028,83.1896103896104
4030,Hospital 245,District 34,Instrument 3,8016,20.820779220779222
4031,Hospital 245,District 34,Instrument 7,3600,9.35064935064935
4032,Hospital 245,District 50,Instrument 2,80245,80245.0
4033,Hospital 245,District 50,Instrument 3,6851,6851.0
4034,Hospital 245,District 50,Instrument 8,171110,171110.0
4035,Hospital 247,District 13,Instrument 2,40428,475.6235294117647
4036,Hospital 247,District 13,Instrument 3,4320,50.8235294117647
4037,Hospital 247,District 13,Instrument 5,22590,265.7647058823529
4038,Hospital 247,District 20,Instrument 2,1800,24.324324324324323
4039,Hospital 247,District 20,Instrument 3,1800,24.324324324324323
4040,Hospital 247,District 32,Instrument 2,1920,384.0
4041,Hospital 248,District 34,Instrument 2,6708,176.52631578947367
4042,Hospital 248,District 34,Instrument 3,2622,69.0
4043,Hospital 249,District 34,Instrument 2,1596,1596.0
4044,Hospital 249,District 34,Instrument 7,780,780.0
4045,Hospital 25,District 13,Instrument 2,2520,0.695940347970174
4046,Hospital 25,District 15,Instrument 2,50832,117.12442396313364
4047,Hospital 25,District 15,Instrument 3,12510,28.82488479262673
4048,Hospital 25,District 18,Instrument 5,664,0.3287128712871287
4049,Hospital 25,District 18,Instrument 7,8115,4.017326732673268
4050,Hospital 25,District 20,Instrument 2,35220,132.9056603773585
4051,Hospital 25,District 20,Instrument 3,9792,36.950943396226414
4052,Hospital 25,District 34,Instrument 3,166,2.075
4053,Hospital 25,District 8,Instrument 2,3672,54.0
4054,Hospital 25,No District Available,Instrument 7,4710,4710.0
4055,Hospital 250,District 13,Instrument 2,1668,20.096385542168676
4056,Hospital 250,District 13,Instrument 3,22518,271.30120481927713
4057,Hospital 250,District 20,Instrument 2,17271,63.49632352941177
4058,Hospital 250,District 20,Instrument 3,1347,4.952205882352941
4059,Hospital 250,District 28,Instrument 2,396,396.0
4060,Hospital 250,District 50,Instrument 2,277003,277003.0
4061,Hospital 250,District 50,Instrument 3,37333,37333.0
4062,Hospital 251,District 13,Instrument 2,30614,211.13103448275862
4063,Hospital 251,District 15,Instrument 2,4950,330.0
4064,Hospital 251,District 15,Instrument 3,252,16.8
4065,Hospital 251,District 20,Instrument 2,3840,6.541737649063032
4066,Hospital 251,District 20,Instrument 3,20349,34.66609880749574
4067,Hospital 251,District 28,Instrument 2,60048,138.04137931034484
4068,Hospital 251,District 28,Instrument 3,13542,31.131034482758622
4069,Hospital 251,District 28,Instrument 4,2928,6.731034482758621
4070,Hospital 251,District 28,Instrument 5,20610,47.37931034482759
4071,Hospital 251,District 28,Instrument 7,10248,23.55862068965517
4072,Hospital 251,District 32,Instrument 2,21000,103.96039603960396
4073,Hospital 251,District 32,Instrument 3,2970,14.702970297029703
4074,Hospital 251,District 32,Instrument 5,4800,23.762376237623762
4075,Hospital 251,District 41,Instrument 2,104553,134.21437740693196
4076,Hospital 251,District 41,Instrument 3,59420,76.27727856225931
4077,Hospital 251,District 41,Instrument 5,24246,31.12451861360719
4078,Hospital 252,District 34,Instrument 2,5400,163.63636363636363
4079,Hospital 252,District 34,Instrument 3,1392,42.18181818181818
4080,Hospital 252,District 34,Instrument 5,1500,45.45454545454545
4081,Hospital 252,District 34,Instrument 7,600,18.181818181818183
4082,Hospital 253,District 13,Instrument 2,17092,17092.0
4083,Hospital 253,District 13,Instrument 3,1680,1680.0
4084,Hospital 253,District 13,Instrument 5,594,594.0
4085,Hospital 253,District 17,Instrument 2,3677,3677.0
4086,Hospital 253,District 20,Instrument 2,2754,2754.0
4087,Hospital 253,District 20,Instrument 3,1389,1389.0
4088,Hospital 254,District 41,Instrument 2,900,45.0
4089,Hospital 254,District 41,Instrument 3,900,45.0
4090,Hospital 255,District 13,Instrument 2,30822,190.25925925925927
4091,Hospital 255,District 13,Instrument 3,30822,190.25925925925927
4092,Hospital 255,District 13,Instrument 4,502,3.0987654320987654
4093,Hospital 255,District 20,Instrument 2,2592,3.3402061855670104
4094,Hospital 255,District 20,Instrument 3,45306,58.384020618556704
4095,Hospital 255,District 20,Instrument 7,31500,40.59278350515464
4096,Hospital 255,District 8,Instrument 2,47969,183.08778625954199
4097,Hospital 257,District 13,Instrument 2,113044,113044.0
4098,Hospital 257,District 13,Instrument 3,8772,8772.0
4099,Hospital 257,District 13,Instrument 4,341,341.0
4100,Hospital 258,District 39,Instrument 7,28938,28938.0
4101,Hospital 258,District 41,Instrument 2,792,792.0
4102,Hospital 258,District 41,Instrument 3,1425,1425.0
4103,Hospital 259,District 19,Instrument 2,2940,2940.0
4104,Hospital 259,District 20,Instrument 2,22200,284.61538461538464
4105,Hospital 259,District 20,Instrument 3,16584,212.6153846153846
4106,Hospital 259,District 28,Instrument 2,52529,1221.6046511627908
4107,Hospital 259,District 28,Instrument 3,26321,612.1162790697674
4108,Hospital 259,District 41,Instrument 2,2280,48.51063829787234
4109,Hospital 259,District 41,Instrument 3,4950,105.31914893617021
4110,Hospital 259,District 50,Instrument 2,140800,140800.0
4111,Hospital 259,District 50,Instrument 3,19556,19556.0
4112,Hospital 259,District 8,Instrument 2,20143,181.46846846846847
